sampleid	Name.2	Community	Species	replicate	BreakingBag	parent	Location	Experiment
BWd07.2	NA	NA	NA	2	NA	BWd07	BeechWood	7D_rep2
BWd07.3	NA	NA	NA	3	NA	BWd07	BeechWood	7D_rep3
BWd07.4	NA	NA	NA	4	NA	BWd07	BeechWood	7D_rep4
BWd08.1	NA	NA	NA	1	NA	BWd08	BeechWood	7D_rep1
BWd08.2	NA	NA	NA	2	NA	BWd08	BeechWood	7D_rep2
BWd08.3	NA	NA	NA	3	NA	BWd08	BeechWood	7D_rep3
BWd08.4	NA	NA	NA	4	NA	BWd08	BeechWood	7D_rep4
CHE01.1	NA	NA	NA	1	NA	CHE01	KnightshayesCourt	7D_rep1
CHE01.2	NA	NA	NA	2	NA	CHE01	KnightshayesCourt	7D_rep2
CHE01.3	NA	NA	NA	3	NA	CHE01	KnightshayesCourt	7D_rep3
CHE01.4	NA	NA	NA	4	NA	CHE01	KnightshayesCourt	7D_rep4
CHE02.1	NA	NA	NA	1	NA	CHE02	KnightshayesCourt	7D_rep1
CHE02.2	NA	NA	NA	2	NA	CHE02	KnightshayesCourt	7D_rep2
CHE02.3	NA	NA	NA	3	NA	CHE02	KnightshayesCourt	7D_rep3
CHE02.4	NA	NA	NA	4	NA	CHE02	KnightshayesCourt	7D_rep4
CHE03.1	NA	NA	NA	1	NA	CHE03	KnightshayesCourt	7D_rep1
CHE03.2	NA	NA	NA	2	NA	CHE03	KnightshayesCourt	7D_rep2
CHE03.3	NA	NA	NA	3	NA	CHE03	KnightshayesCourt	7D_rep3
CHE03.4	NA	NA	NA	4	NA	CHE03	KnightshayesCourt	7D_rep4
CHE04.1	NA	NA	NA	1	NA	CHE04	KnightshayesCourt	7D_rep1
CHE04.2	NA	NA	NA	2	NA	CHE04	KnightshayesCourt	7D_rep2
CHE04.3	NA	NA	NA	3	NA	CHE04	KnightshayesCourt	7D_rep3
CHE04.4	NA	NA	NA	4	NA	CHE04	KnightshayesCourt	7D_rep4
CHE05.1	NA	NA	NA	1	NA	CHE05	KnightshayesCourt	7D_rep1
CHE05.2	NA	NA	NA	2	NA	CHE05	KnightshayesCourt	7D_rep2
CHE05.3	NA	NA	NA	3	NA	CHE05	KnightshayesCourt	7D_rep3
CHE05.4	NA	NA	NA	4	NA	CHE05	KnightshayesCourt	7D_rep4
CHE06.1	NA	NA	NA	1	NA	CHE06	KnightshayesCourt	7D_rep1
CHE06.2	NA	NA	NA	2	NA	CHE06	KnightshayesCourt	7D_rep2
CHE06.3	NA	NA	NA	3	NA	CHE06	KnightshayesCourt	7D_rep3
CHE06.4	NA	NA	NA	4	NA	CHE06	KnightshayesCourt	7D_rep4
CHE07.1	NA	NA	NA	1	NA	CHE07	KnightshayesCourt	7D_rep1
CHE07.2	NA	NA	NA	2	NA	CHE07	KnightshayesCourt	7D_rep2
CHE07.3	NA	NA	NA	3	NA	CHE07	KnightshayesCourt	7D_rep3
CHE07.4	NA	NA	NA	4	NA	CHE07	KnightshayesCourt	7D_rep4
CHE08.1	NA	NA	NA	1	NA	CHE08	KnightshayesCourt	7D_rep1
CHE08.2	NA	NA	NA	2	NA	CHE08	KnightshayesCourt	7D_rep2
CHE08.3	NA	NA	NA	3	NA	CHE08	KnightshayesCourt	7D_rep3
CHE08.4	NA	NA	NA	4	NA	CHE08	KnightshayesCourt	7D_rep4
CHE09.1	NA	NA	NA	1	NA	CHE09	KnightshayesCourt	7D_rep1
CHE09.2	NA	NA	NA	2	NA	CHE09	KnightshayesCourt	7D_rep2
CHE09.3	NA	NA	NA	3	NA	CHE09	KnightshayesCourt	7D_rep3
CHE09.4	NA	NA	NA	4	NA	CHE09	KnightshayesCourt	7D_rep4
CHE10.1	NA	NA	NA	1	NA	CHE10	KnightshayesCourt	7D_rep1
CHE10.2	NA	NA	NA	2	NA	CHE10	KnightshayesCourt	7D_rep2
CHE10.3	NA	NA	NA	3	NA	CHE10	KnightshayesCourt	7D_rep3
CHE10.4	NA	NA	NA	4	NA	CHE10	KnightshayesCourt	7D_rep4
CHE11.1	NA	NA	NA	1	NA	CHE11	KnightshayesCourt	7D_rep1
CHE11.2	NA	NA	NA	2	NA	CHE11	KnightshayesCourt	7D_rep2
CHE11.3	NA	NA	NA	3	NA	CHE11	KnightshayesCourt	7D_rep3
CHE11.4	NA	NA	NA	4	NA	CHE11	KnightshayesCourt	7D_rep4
CHE12.1	NA	NA	NA	1	NA	CHE12	KnightshayesCourt	7D_rep1
CHE12.2	NA	NA	NA	2	NA	CHE12	KnightshayesCourt	7D_rep2
CHE12.3	NA	NA	NA	3	NA	CHE12	KnightshayesCourt	7D_rep3
CHE12.4	NA	NA	NA	4	NA	CHE12	KnightshayesCourt	7D_rep4
CHE13.1	NA	NA	NA	1	NA	CHE13	KnightshayesCourt	7D_rep1
CHE13.2	NA	NA	NA	2	NA	CHE13	KnightshayesCourt	7D_rep2
CHE13.3	NA	NA	NA	3	NA	CHE13	KnightshayesCourt	7D_rep3
CHE13.4	NA	NA	NA	4	NA	CHE13	KnightshayesCourt	7D_rep4
CHE14.1	NA	NA	NA	1	NA	CHE14	KnightshayesCourt	7D_rep1
CHE14.2	NA	NA	NA	2	NA	CHE14	KnightshayesCourt	7D_rep2
CHE14.3	NA	NA	NA	3	NA	CHE14	KnightshayesCourt	7D_rep3
CHE14.4	NA	NA	NA	4	NA	CHE14	KnightshayesCourt	7D_rep4
LW01.1	NA	NA	NA	1	NA	LW01	LongWood	7D_rep1
LW01.2	NA	NA	NA	2	NA	LW01	LongWood	7D_rep2
LW01.3	NA	NA	NA	3	NA	LW01	LongWood	7D_rep3
LW01.4	NA	NA	NA	4	NA	LW01	LongWood	7D_rep4
LW02.1	NA	NA	NA	1	NA	LW02	LongWood	7D_rep1
LW02.2	NA	NA	NA	2	NA	LW02	LongWood	7D_rep2
LW02.3	NA	NA	NA	3	NA	LW02	LongWood	7D_rep3
LW02.4	NA	NA	NA	4	NA	LW02	LongWood	7D_rep4
LW03.1	NA	NA	NA	1	NA	LW03	LongWood	7D_rep1
LW03.2	NA	NA	NA	2	NA	LW03	LongWood	7D_rep2
LW03.3	NA	NA	NA	3	NA	LW03	LongWood	7D_rep3
LW03.4	NA	NA	NA	4	NA	LW03	LongWood	7D_rep4
LW04.1	NA	NA	NA	1	NA	LW04	LongWood	7D_rep1
LW04.2	NA	NA	NA	2	NA	LW04	LongWood	7D_rep2
LW04.3	NA	NA	NA	3	NA	LW04	LongWood	7D_rep3
LW04.4	NA	NA	NA	4	NA	LW04	LongWood	7D_rep4
LW05.1	NA	NA	NA	1	NA	LW05	LongWood	7D_rep1
LW05.2	NA	NA	NA	2	NA	LW05	LongWood	7D_rep2
LW05.3	NA	NA	NA	3	NA	LW05	LongWood	7D_rep3
LW05.4	NA	NA	NA	4	NA	LW05	LongWood	7D_rep4
LW06.1	NA	NA	NA	1	NA	LW06	LongWood	7D_rep1
LW06.2	NA	NA	NA	2	NA	LW06	LongWood	7D_rep2
LW06.3	NA	NA	NA	3	NA	LW06	LongWood	7D_rep3
LW06.4	NA	NA	NA	4	NA	LW06	LongWood	7D_rep4
LW07.1	NA	NA	NA	1	NA	LW07	LongWood	7D_rep1
LW07.2	NA	NA	NA	2	NA	LW07	LongWood	7D_rep2
LW07.3	NA	NA	NA	3	NA	LW07	LongWood	7D_rep3
LW07.4	NA	NA	NA	4	NA	LW07	LongWood	7D_rep4
LW08.1	NA	NA	NA	1	NA	LW08	LongWood	7D_rep1
LW08.2	NA	NA	NA	2	NA	LW08	LongWood	7D_rep2
LW08.3	NA	NA	NA	3	NA	LW08	LongWood	7D_rep3
LW08.4	NA	NA	NA	4	NA	LW08	LongWood	7D_rep4
LW09.1	NA	NA	NA	1	NA	LW09	LongWood	7D_rep1
LW09.2	NA	NA	NA	2	NA	LW09	LongWood	7D_rep2
LW09.3	NA	NA	NA	3	NA	LW09	LongWood	7D_rep3
LW09.4	NA	NA	NA	4	NA	LW09	LongWood	7D_rep4
LW10.1	NA	NA	NA	1	NA	LW10	LongWood	7D_rep1
LW10.2	NA	NA	NA	2	NA	LW10	LongWood	7D_rep2
LW10.3	NA	NA	NA	3	NA	LW10	LongWood	7D_rep3
LW10.4	NA	NA	NA	4	NA	LW10	LongWood	7D_rep4
LW11.1	NA	NA	NA	1	NA	LW11	LongWood	7D_rep1
LW11.2	NA	NA	NA	2	NA	LW11	LongWood	7D_rep2
LW11.3	NA	NA	NA	3	NA	LW11	LongWood	7D_rep3
LW11.4	NA	NA	NA	4	NA	LW11	LongWood	7D_rep4
LW12.1	NA	NA	NA	1	NA	LW12	LongWood	7D_rep1
LW12.2	NA	NA	NA	2	NA	LW12	LongWood	7D_rep2
LW12.3	NA	NA	NA	3	NA	LW12	LongWood	7D_rep3
LW12.4	NA	NA	NA	4	NA	LW12	LongWood	7D_rep4
OWW01.1	NA	NA	NA	1	NA	OWW01	OldWindsorWood	7D_rep1
OWW01.2	NA	NA	NA	2	NA	OWW01	OldWindsorWood	7D_rep2
OWW01.3	NA	NA	NA	3	NA	OWW01	OldWindsorWood	7D_rep3
OWW01.4	NA	NA	NA	4	NA	OWW01	OldWindsorWood	7D_rep4
OWW02.1	NA	NA	NA	1	NA	OWW02	OldWindsorWood	7D_rep1
OWW02.2	NA	NA	NA	2	NA	OWW02	OldWindsorWood	7D_rep2
OWW02.3	NA	NA	NA	3	NA	OWW02	OldWindsorWood	7D_rep3
OWW02.4	NA	NA	NA	4	NA	OWW02	OldWindsorWood	7D_rep4
OWW03.1	NA	NA	NA	1	NA	OWW03	OldWindsorWood	7D_rep1
OWW03.2	NA	NA	NA	2	NA	OWW03	OldWindsorWood	7D_rep2
OWW03.3	NA	NA	NA	3	NA	OWW03	OldWindsorWood	7D_rep3
OWW03.4	NA	NA	NA	4	NA	OWW03	OldWindsorWood	7D_rep4
OWW04.1	NA	NA	NA	1	NA	OWW04	OldWindsorWood	7D_rep1
OWW04.2	NA	NA	NA	2	NA	OWW04	OldWindsorWood	7D_rep2
OWW04.3	NA	NA	NA	3	NA	OWW04	OldWindsorWood	7D_rep3
OWW04.4	NA	NA	NA	4	NA	OWW04	OldWindsorWood	7D_rep4
OWW05.1	NA	NA	NA	1	NA	OWW05	OldWindsorWood	7D_rep1
OWW05.2	NA	NA	NA	2	NA	OWW05	OldWindsorWood	7D_rep2
OWW05.3	NA	NA	NA	3	NA	OWW05	OldWindsorWood	7D_rep3
OWW05.4	NA	NA	NA	4	NA	OWW05	OldWindsorWood	7D_rep4
OWW06.1	NA	NA	NA	1	NA	OWW06	OldWindsorWood	7D_rep1
OWW06.2	NA	NA	NA	2	NA	OWW06	OldWindsorWood	7D_rep2
OWW06.3	NA	NA	NA	3	NA	OWW06	OldWindsorWood	7D_rep3
OWW06.4	NA	NA	NA	4	NA	OWW06	OldWindsorWood	7D_rep4
OWW07.1	NA	NA	NA	1	NA	OWW07	OldWindsorWood	7D_rep1
OWW07.2	NA	NA	NA	2	NA	OWW07	OldWindsorWood	7D_rep2
OWW07.3	NA	NA	NA	3	NA	OWW07	OldWindsorWood	7D_rep3
OWW07.4	NA	NA	NA	4	NA	OWW07	OldWindsorWood	7D_rep4
OWW08.1	NA	NA	NA	1	NA	OWW08	OldWindsorWood	7D_rep1
OWW08.2	NA	NA	NA	2	NA	OWW08	OldWindsorWood	7D_rep2
OWW08.3	NA	NA	NA	3	NA	OWW08	OldWindsorWood	7D_rep3
OWW08.4	NA	NA	NA	4	NA	OWW08	OldWindsorWood	7D_rep4
OWW09.1	NA	NA	NA	1	NA	OWW09	OldWindsorWood	7D_rep1
OWW09.2	NA	NA	NA	2	NA	OWW09	OldWindsorWood	7D_rep2
OWW09.3	NA	NA	NA	3	NA	OWW09	OldWindsorWood	7D_rep3
OWW09.4	NA	NA	NA	4	NA	OWW09	OldWindsorWood	7D_rep4
OWW10.1	NA	NA	NA	1	NA	OWW10	OldWindsorWood	7D_rep1
OWW10.2	NA	NA	NA	2	NA	OWW10	OldWindsorWood	7D_rep2
OWW10.3	NA	NA	NA	3	NA	OWW10	OldWindsorWood	7D_rep3
OWW10.4	NA	NA	NA	4	NA	OWW10	OldWindsorWood	7D_rep4
OWW11.1	NA	NA	NA	1	NA	OWW11	OldWindsorWood	7D_rep1
OWW11.2	NA	NA	NA	2	NA	OWW11	OldWindsorWood	7D_rep2
OWW11.3	NA	NA	NA	3	NA	OWW11	OldWindsorWood	7D_rep3
OWW11.4	NA	NA	NA	4	NA	OWW11	OldWindsorWood	7D_rep4
OWW12.1	NA	NA	NA	1	NA	OWW12	OldWindsorWood	7D_rep1
OWW12.2	NA	NA	NA	2	NA	OWW12	OldWindsorWood	7D_rep2
OWW12.3	NA	NA	NA	3	NA	OWW12	OldWindsorWood	7D_rep3
OWW12.4	NA	NA	NA	4	NA	OWW12	OldWindsorWood	7D_rep4
OWW13.1	NA	NA	NA	1	NA	OWW13	OldWindsorWood	7D_rep1
OWW13.2	NA	NA	NA	2	NA	OWW13	OldWindsorWood	7D_rep2
OWW13.3	NA	NA	NA	3	NA	OWW13	OldWindsorWood	7D_rep3
OWW13.4	NA	NA	NA	4	NA	OWW13	OldWindsorWood	7D_rep4
OWW14.1	NA	NA	NA	1	NA	OWW14	OldWindsorWood	7D_rep1
OWW14.2	NA	NA	NA	2	NA	OWW14	OldWindsorWood	7D_rep2
OWW14.3	NA	NA	NA	3	NA	OWW14	OldWindsorWood	7D_rep3
OWW14.4	NA	NA	NA	4	NA	OWW14	OldWindsorWood	7D_rep4
OWW15.1	NA	NA	NA	1	NA	OWW15	OldWindsorWood	7D_rep1
OWW15.2	NA	NA	NA	2	NA	OWW15	OldWindsorWood	7D_rep2
OWW15.3	NA	NA	NA	3	NA	OWW15	OldWindsorWood	7D_rep3
OWW15.4	NA	NA	NA	4	NA	OWW15	OldWindsorWood	7D_rep4
OWW16.1	NA	NA	NA	1	NA	OWW16	OldWindsorWood	7D_rep1
OWW16.2	NA	NA	NA	2	NA	OWW16	OldWindsorWood	7D_rep2
OWW16.3	NA	NA	NA	3	NA	OWW16	OldWindsorWood	7D_rep3
OWW16.4	NA	NA	NA	4	NA	OWW16	OldWindsorWood	7D_rep4
PH01.1	NA	NA	NA	1	NA	PH01	PullingshillWood	7D_rep1
PH01.2	NA	NA	NA	2	NA	PH01	PullingshillWood	7D_rep2
PH01.3	NA	NA	NA	3	NA	PH01	PullingshillWood	7D_rep3
PH01.4	NA	NA	NA	4	NA	PH01	PullingshillWood	7D_rep4
PH02.1	NA	NA	NA	1	NA	PH02	PullingshillWood	7D_rep1
PH02.2	NA	NA	NA	2	NA	PH02	PullingshillWood	7D_rep2
PH02.3	NA	NA	NA	3	NA	PH02	PullingshillWood	7D_rep3
PH02.4	NA	NA	NA	4	NA	PH02	PullingshillWood	7D_rep4
PH03.1	NA	NA	NA	1	NA	PH03	PullingshillWood	7D_rep1
PH03.2	NA	NA	NA	2	NA	PH03	PullingshillWood	7D_rep2
PH03.3	NA	NA	NA	3	NA	PH03	PullingshillWood	7D_rep3
PH03.4	NA	NA	NA	4	NA	PH03	PullingshillWood	7D_rep4
PH04.1	NA	NA	NA	1	NA	PH04	PullingshillWood	7D_rep1
PH04.2	NA	NA	NA	2	NA	PH04	PullingshillWood	7D_rep2
PH04.3	NA	NA	NA	3	NA	PH04	PullingshillWood	7D_rep3
PH04.4	NA	NA	NA	4	NA	PH04	PullingshillWood	7D_rep4
PH05.1	NA	NA	NA	1	NA	PH05	PullingshillWood	7D_rep1
PH05.2	NA	NA	NA	2	NA	PH05	PullingshillWood	7D_rep2
PH05.3	NA	NA	NA	3	NA	PH05	PullingshillWood	7D_rep3
PH05.4	NA	NA	NA	4	NA	PH05	PullingshillWood	7D_rep4
PH06.1	NA	NA	NA	1	NA	PH06	PullingshillWood	7D_rep1
PH06.2	NA	NA	NA	2	NA	PH06	PullingshillWood	7D_rep2
PH06.3	NA	NA	NA	3	NA	PH06	PullingshillWood	7D_rep3
PH06.4	NA	NA	NA	4	NA	PH06	PullingshillWood	7D_rep4
PH07.1	NA	NA	NA	1	NA	PH07	PullingshillWood	7D_rep1
PH07.2	NA	NA	NA	2	NA	PH07	PullingshillWood	7D_rep2
PH07.3	NA	NA	NA	3	NA	PH07	PullingshillWood	7D_rep3
PH07.4	NA	NA	NA	4	NA	PH07	PullingshillWood	7D_rep4
PH08.1	NA	NA	NA	1	NA	PH08	PullingshillWood	7D_rep1
PH08.2	NA	NA	NA	2	NA	PH08	PullingshillWood	7D_rep2
PH08.3	NA	NA	NA	3	NA	PH08	PullingshillWood	7D_rep3
PH08.4	NA	NA	NA	4	NA	PH08	PullingshillWood	7D_rep4
PH09.1	NA	NA	NA	1	NA	PH09	PullingshillWood	7D_rep1
PH09.2	NA	NA	NA	2	NA	PH09	PullingshillWood	7D_rep2
PH09.3	NA	NA	NA	3	NA	PH09	PullingshillWood	7D_rep3
PH09.4	NA	NA	NA	4	NA	PH09	PullingshillWood	7D_rep4
PH10.1	NA	NA	NA	1	NA	PH10	PullingshillWood	7D_rep1
PH10.2	NA	NA	NA	2	NA	PH10	PullingshillWood	7D_rep2
PH10.3	NA	NA	NA	3	NA	PH10	PullingshillWood	7D_rep3
PH10.4	NA	NA	NA	4	NA	PH10	PullingshillWood	7D_rep4
PH11.1	NA	NA	NA	1	NA	PH11	PullingshillWood	7D_rep1
PH11.2	NA	NA	NA	2	NA	PH11	PullingshillWood	7D_rep2
PH11.3	NA	NA	NA	3	NA	PH11	PullingshillWood	7D_rep3
PH11.4	NA	NA	NA	4	NA	PH11	PullingshillWood	7D_rep4
PH12.1	NA	NA	NA	1	NA	PH12	PullingshillWood	7D_rep1
PH12.2	NA	NA	NA	2	NA	PH12	PullingshillWood	7D_rep2
PH12.3	NA	NA	NA	3	NA	PH12	PullingshillWood	7D_rep3
PH12.4	NA	NA	NA	4	NA	PH12	PullingshillWood	7D_rep4
PH13.1	NA	NA	NA	1	NA	PH13	PullingshillWood	7D_rep1
PH13.2	NA	NA	NA	2	NA	PH13	PullingshillWood	7D_rep2
PH13.3	NA	NA	NA	3	NA	PH13	PullingshillWood	7D_rep3
PH13.4	NA	NA	NA	4	NA	PH13	PullingshillWood	7D_rep4
PH14.1	NA	NA	NA	1	NA	PH14	PullingshillWood	7D_rep1
PH14.2	NA	NA	NA	2	NA	PH14	PullingshillWood	7D_rep2
PH14.3	NA	NA	NA	3	NA	PH14	PullingshillWood	7D_rep3
PH14.4	NA	NA	NA	4	NA	PH14	PullingshillWood	7D_rep4
PH15.1	NA	NA	NA	1	NA	PH15	PullingshillWood	7D_rep1
PH15.2	NA	NA	NA	2	NA	PH15	PullingshillWood	7D_rep2
PH15.3	NA	NA	NA	3	NA	PH15	PullingshillWood	7D_rep3
PH15.4	NA	NA	NA	4	NA	PH15	PullingshillWood	7D_rep4
PH16.1	NA	NA	NA	1	NA	PH16	PullingshillWood	7D_rep1
PH16.2	NA	NA	NA	2	NA	PH16	PullingshillWood	7D_rep2
PH16.3	NA	NA	NA	3	NA	PH16	PullingshillWood	7D_rep3
PH16.4	NA	NA	NA	4	NA	PH16	PullingshillWood	7D_rep4
PH17.1	NA	NA	NA	1	NA	PH17	PullingshillWood	7D_rep1
PH17.2	NA	NA	NA	2	NA	PH17	PullingshillWood	7D_rep2
PH17.3	NA	NA	NA	3	NA	PH17	PullingshillWood	7D_rep3
PH17.4	NA	NA	NA	4	NA	PH17	PullingshillWood	7D_rep4
PH18.1	NA	NA	NA	1	NA	PH18	PullingshillWood	7D_rep1
PH18.2	NA	NA	NA	2	NA	PH18	PullingshillWood	7D_rep2
PH18.3	NA	NA	NA	3	NA	PH18	PullingshillWood	7D_rep3
PH18.4	NA	NA	NA	4	NA	PH18	PullingshillWood	7D_rep4
PH19.1	NA	NA	NA	1	NA	PH19	PullingshillWood	7D_rep1
PH19.2	NA	NA	NA	2	NA	PH19	PullingshillWood	7D_rep2
PH19.3	NA	NA	NA	3	NA	PH19	PullingshillWood	7D_rep3
PH19.4	NA	NA	NA	4	NA	PH19	PullingshillWood	7D_rep4
PH20.1	NA	NA	NA	1	NA	PH20	PullingshillWood	7D_rep1
PH20.2	NA	NA	NA	2	NA	PH20	PullingshillWood	7D_rep2
PH20.3	NA	NA	NA	3	NA	PH20	PullingshillWood	7D_rep3
PH20.4	NA	NA	NA	4	NA	PH20	PullingshillWood	7D_rep4
PH21.1	NA	NA	NA	1	NA	PH21	PullingshillWood	7D_rep1
PH21.2	NA	NA	NA	2	NA	PH21	PullingshillWood	7D_rep2
PH21.3	NA	NA	NA	3	NA	PH21	PullingshillWood	7D_rep3
PH21.4	NA	NA	NA	4	NA	PH21	PullingshillWood	7D_rep4
PH22.1	NA	NA	NA	1	NA	PH22	PullingshillWood	7D_rep1
PH22.2	NA	NA	NA	2	NA	PH22	PullingshillWood	7D_rep2
PH22.3	NA	NA	NA	3	NA	PH22	PullingshillWood	7D_rep3
PH22.4	NA	NA	NA	4	NA	PH22	PullingshillWood	7D_rep4
PH23.1	NA	NA	NA	1	NA	PH23	PullingshillWood	7D_rep1
PH23.2	NA	NA	NA	2	NA	PH23	PullingshillWood	7D_rep2
PH23.3	NA	NA	NA	3	NA	PH23	PullingshillWood	7D_rep3
PH23.4	NA	NA	NA	4	NA	PH23	PullingshillWood	7D_rep4
PH24.1	NA	NA	NA	1	NA	PH24	PullingshillWood	7D_rep1
PH24.2	NA	NA	NA	2	NA	PH24	PullingshillWood	7D_rep2
PH24.3	NA	NA	NA	3	NA	PH24	PullingshillWood	7D_rep3
PH24.4	NA	NA	NA	4	NA	PH24	PullingshillWood	7D_rep4
RDM01.1	NA	NA	NA	1	NA	RDM01	SilwoodPark	7D_rep1
RDM01.2	NA	NA	NA	2	NA	RDM01	SilwoodPark	7D_rep2
RDM01.3	NA	NA	NA	3	NA	RDM01	SilwoodPark	7D_rep3
RDM01.4	NA	NA	NA	4	NA	RDM01	SilwoodPark	7D_rep4
SAC01.1	NA	NA	NA	1	NA	SAC01	StAlbansCity	7D_rep1
SAC01.2	NA	NA	NA	2	NA	SAC01	StAlbansCity	7D_rep2
SAC01.3	NA	NA	NA	3	NA	SAC01	StAlbansCity	7D_rep3
SAC01.4	NA	NA	NA	4	NA	SAC01	StAlbansCity	7D_rep4
SAC02.1	NA	NA	NA	1	NA	SAC02	StAlbansCity	7D_rep1
SAC02.2	NA	NA	NA	2	NA	SAC02	StAlbansCity	7D_rep2
SAC02.3	NA	NA	NA	3	NA	SAC02	StAlbansCity	7D_rep3
SAC02.4	NA	NA	NA	4	NA	SAC02	StAlbansCity	7D_rep4
SAC03.1	NA	NA	NA	1	NA	SAC03	StAlbansCity	7D_rep1
SAC03.2	NA	NA	NA	2	NA	SAC03	StAlbansCity	7D_rep2
SAC03.3	NA	NA	NA	3	NA	SAC03	StAlbansCity	7D_rep3
SAC03.4	NA	NA	NA	4	NA	SAC03	StAlbansCity	7D_rep4
SAC04.1	NA	NA	NA	1	NA	SAC04	StAlbansCity	7D_rep1
SAC04.2	NA	NA	NA	2	NA	SAC04	StAlbansCity	7D_rep2
SAC04.3	NA	NA	NA	3	NA	SAC04	StAlbansCity	7D_rep3
SAC04.4	NA	NA	NA	4	NA	SAC04	StAlbansCity	7D_rep4
SAC05.1	NA	NA	NA	1	NA	SAC05	StAlbansCity	7D_rep1
SAC05.2	NA	NA	NA	2	NA	SAC05	StAlbansCity	7D_rep2
SAC05.3	NA	NA	NA	3	NA	SAC05	StAlbansCity	7D_rep3
SAC05.4	NA	NA	NA	4	NA	SAC05	StAlbansCity	7D_rep4
SAC06.1	NA	NA	NA	1	NA	SAC06	StAlbansCity	7D_rep1
SAC06.2	NA	NA	NA	2	NA	SAC06	StAlbansCity	7D_rep2
SAC06.3	NA	NA	NA	3	NA	SAC06	StAlbansCity	7D_rep3
SAC06.4	NA	NA	NA	4	NA	SAC06	StAlbansCity	7D_rep4
SAC07.1	NA	NA	NA	1	NA	SAC07	StAlbansCity	7D_rep1
SAC07.2	NA	NA	NA	2	NA	SAC07	StAlbansCity	7D_rep2
SAC07.3	NA	NA	NA	3	NA	SAC07	StAlbansCity	7D_rep3
SAC07.4	NA	NA	NA	4	NA	SAC07	StAlbansCity	7D_rep4
SAC08.1	NA	NA	NA	1	NA	SAC08	StAlbansCity	7D_rep1
SAC08.2	NA	NA	NA	2	NA	SAC08	StAlbansCity	7D_rep2
SAC08.3	NA	NA	NA	3	NA	SAC08	StAlbansCity	7D_rep3
SAC08.4	NA	NA	NA	4	NA	SAC08	StAlbansCity	7D_rep4
SAC09.1	NA	NA	NA	1	NA	SAC09	StAlbansCity	7D_rep1
SAC09.2	NA	NA	NA	2	NA	SAC09	StAlbansCity	7D_rep2
SAC09.3	NA	NA	NA	3	NA	SAC09	StAlbansCity	7D_rep3
SAC09.4	NA	NA	NA	4	NA	SAC09	StAlbansCity	7D_rep4
SAC10.1	NA	NA	NA	1	NA	SAC10	StAlbansCity	7D_rep1
SAC10.2	NA	NA	NA	2	NA	SAC10	StAlbansCity	7D_rep2
SAC10.3	NA	NA	NA	3	NA	SAC10	StAlbansCity	7D_rep3
SAC10.4	NA	NA	NA	4	NA	SAC10	StAlbansCity	7D_rep4
SAC11.1	NA	NA	NA	1	NA	SAC11	StAlbansCity	7D_rep1
SAC11.2	NA	NA	NA	2	NA	SAC11	StAlbansCity	7D_rep2
SAC11.3	NA	NA	NA	3	NA	SAC11	StAlbansCity	7D_rep3
SAC11.4	NA	NA	NA	4	NA	SAC11	StAlbansCity	7D_rep4
SAC12.1	NA	NA	NA	1	NA	SAC12	StAlbansCity	7D_rep1
SAC12.2	NA	NA	NA	2	NA	SAC12	StAlbansCity	7D_rep2
SAC12.3	NA	NA	NA	3	NA	SAC12	StAlbansCity	7D_rep3
SAC12.4	NA	NA	NA	4	NA	SAC12	StAlbansCity	7D_rep4
SAC13.1	NA	NA	NA	1	NA	SAC13	StAlbansCity	7D_rep1
SAC13.2	NA	NA	NA	2	NA	SAC13	StAlbansCity	7D_rep2
SAC13.3	NA	NA	NA	3	NA	SAC13	StAlbansCity	7D_rep3
SAC13.4	NA	NA	NA	4	NA	SAC13	StAlbansCity	7D_rep4
SAC14.1	NA	NA	NA	1	NA	SAC14	StAlbansCity	7D_rep1
SAC14.2	NA	NA	NA	2	NA	SAC14	StAlbansCity	7D_rep2
SAC14.3	NA	NA	NA	3	NA	SAC14	StAlbansCity	7D_rep3
SAC14.4	NA	NA	NA	4	NA	SAC14	StAlbansCity	7D_rep4
SAC15.1	NA	NA	NA	1	NA	SAC15	StAlbansCity	7D_rep1
SAC15.2	NA	NA	NA	2	NA	SAC15	StAlbansCity	7D_rep2
SAC15.3	NA	NA	NA	3	NA	SAC15	StAlbansCity	7D_rep3
SAC15.4	NA	NA	NA	4	NA	SAC15	StAlbansCity	7D_rep4
SAC16.1	NA	NA	NA	1	NA	SAC16	StAlbansCity	7D_rep1
SAC16.2	NA	NA	NA	2	NA	SAC16	StAlbansCity	7D_rep2
SAC16.3	NA	NA	NA	3	NA	SAC16	StAlbansCity	7D_rep3
SAC16.4	NA	NA	NA	4	NA	SAC16	StAlbansCity	7D_rep4
SP01.1	NA	NA	NA	1	NA	SP01	SilwoodPark	7D_rep1
SP01.2	NA	NA	NA	2	NA	SP01	SilwoodPark	7D_rep2
SP01.3	NA	NA	NA	3	NA	SP01	SilwoodPark	7D_rep3
SP01.4	NA	NA	NA	4	NA	SP01	SilwoodPark	7D_rep4
SP02.1	NA	NA	NA	1	NA	SP02	SilwoodPark	7D_rep1
SP02.2	NA	NA	NA	2	NA	SP02	SilwoodPark	7D_rep2
SP02.3	NA	NA	NA	3	NA	SP02	SilwoodPark	7D_rep3
SP02.4	NA	NA	NA	4	NA	SP02	SilwoodPark	7D_rep4
