sampleid	Name.2	Community	Species	replicate	BreakingBag	parent	Location	Experiment	Time0D_7D_4M
BB27.3	NA	NA	NA	3	NA	BB27	BurhamBeeches	7D_rep3	3
BB27.4	NA	NA	NA	4	NA	BB27	BurhamBeeches	7D_rep4	3
BB28.1	NA	NA	NA	1	NA	BB28	BurhamBeeches	7D_rep1	4
BB28.2	NA	NA	NA	2	NA	BB28	BurhamBeeches	7D_rep2	4
BB28.3	NA	NA	NA	3	NA	BB28	BurhamBeeches	7D_rep3	4
BB28.4	NA	NA	NA	4	NA	BB28	BurhamBeeches	7D_rep4	2
BB29.1	NA	NA	NA	1	NA	BB29	BurhamBeeches	7D_rep1	4
BB29.2	NA	NA	NA	2	NA	BB29	BurhamBeeches	7D_rep2	2
BB29.3	NA	NA	NA	3	NA	BB29	BurhamBeeches	7D_rep3	4
BB29.4	NA	NA	NA	4	NA	BB29	BurhamBeeches	7D_rep4	4
BB30.1	NA	NA	NA	1	NA	BB30	BurhamBeeches	7D_rep1	1
BB30.2	NA	NA	NA	2	NA	BB30	BurhamBeeches	7D_rep2	3
BB30.3	NA	NA	NA	3	NA	BB30	BurhamBeeches	7D_rep3	3
BB30.4	NA	NA	NA	4	NA	BB30	BurhamBeeches	7D_rep4	3
BB31.1	NA	NA	NA	1	NA	BB31	BurhamBeeches	7D_rep1	4
BB31.2	NA	NA	NA	2	NA	BB31	BurhamBeeches	7D_rep2	4
BB31.3	NA	NA	NA	3	NA	BB31	BurhamBeeches	7D_rep3	4
BB31.4	NA	NA	NA	4	NA	BB31	BurhamBeeches	7D_rep4	4
BB32.1	NA	NA	NA	1	NA	BB32	BurhamBeeches	7D_rep1	4
BB32.2	NA	NA	NA	2	NA	BB32	BurhamBeeches	7D_rep2	4
BB32.3	NA	NA	NA	3	NA	BB32	BurhamBeeches	7D_rep3	2
BB32.4	NA	NA	NA	4	NA	BB32	BurhamBeeches	7D_rep4	2
BB35.1	NA	NA	NA	1	NA	BB35	BurhamBeeches	7D_rep1	2
BB35.2	NA	NA	NA	2	NA	BB35	BurhamBeeches	7D_rep2	2
BB35.3	NA	NA	NA	3	NA	BB35	BurhamBeeches	7D_rep3	2
BB35.4	NA	NA	NA	4	NA	BB35	BurhamBeeches	7D_rep4	2
BB40.1	NA	NA	NA	1	NA	BB40	BurhamBeeches	7D_rep1	4
BB40.2	NA	NA	NA	2	NA	BB40	BurhamBeeches	7D_rep2	4
BB40.3	NA	NA	NA	3	NA	BB40	BurhamBeeches	7D_rep3	4
BB40.4	NA	NA	NA	4	NA	BB40	BurhamBeeches	7D_rep4	4
BB42.1	NA	NA	NA	1	NA	BB42	BurhamBeeches	7D_rep1	1
BB42.2	NA	NA	NA	2	NA	BB42	BurhamBeeches	7D_rep2	3
BB42.3	NA	NA	NA	3	NA	BB42	BurhamBeeches	7D_rep3	3
BB42.4	NA	NA	NA	4	NA	BB42	BurhamBeeches	7D_rep4	3
BB52.1	NA	NA	NA	1	NA	BB52	BurhamBeeches	7D_rep1	4
BB52.2	NA	NA	NA	2	NA	BB52	BurhamBeeches	7D_rep2	4
BB52.3	NA	NA	NA	3	NA	BB52	BurhamBeeches	7D_rep3	4
BB52.4	NA	NA	NA	4	NA	BB52	BurhamBeeches	7D_rep4	4
BB57.1	NA	NA	NA	1	NA	BB57	BurhamBeeches	7D_rep1	4
BB57.2	NA	NA	NA	2	NA	BB57	BurhamBeeches	7D_rep2	2
BB57.3	NA	NA	NA	3	NA	BB57	BurhamBeeches	7D_rep3	3
BB57.4	NA	NA	NA	4	NA	BB57	BurhamBeeches	7D_rep4	2
BB58.1	NA	NA	NA	1	NA	BB58	BurhamBeeches	7D_rep1	4
BB58.2	NA	NA	NA	2	NA	BB58	BurhamBeeches	7D_rep2	4
BB58.3	NA	NA	NA	3	NA	BB58	BurhamBeeches	7D_rep3	4
BB58.4	NA	NA	NA	4	NA	BB58	BurhamBeeches	7D_rep4	4
BB60.1	NA	NA	NA	1	NA	BB60	BurhamBeeches	7D_rep1	2
BB60.2	NA	NA	NA	2	NA	BB60	BurhamBeeches	7D_rep2	4
BB60.3	NA	NA	NA	3	NA	BB60	BurhamBeeches	7D_rep3	2
BB60.4	NA	NA	NA	4	NA	BB60	BurhamBeeches	7D_rep4	4
BB61.1	NA	NA	NA	1	NA	BB61	BurhamBeeches	7D_rep1	4
BB61.2	NA	NA	NA	2	NA	BB61	BurhamBeeches	7D_rep2	4
BB61.3	NA	NA	NA	3	NA	BB61	BurhamBeeches	7D_rep3	1
BB61.4	NA	NA	NA	4	NA	BB61	BurhamBeeches	7D_rep4	1
BB63.1	NA	NA	NA	1	NA	BB63	BurhamBeeches	7D_rep1	1
BB63.2	NA	NA	NA	2	NA	BB63	BurhamBeeches	7D_rep2	4
BB63.3	NA	NA	NA	3	NA	BB63	BurhamBeeches	7D_rep3	4
BB63.4	NA	NA	NA	4	NA	BB63	BurhamBeeches	7D_rep4	4
BB66.1	NA	NA	NA	1	NA	BB66	BurhamBeeches	7D_rep1	1
BB66.2	NA	NA	NA	2	NA	BB66	BurhamBeeches	7D_rep2	1
BB66.3	NA	NA	NA	3	NA	BB66	BurhamBeeches	7D_rep3	1
BB66.4	NA	NA	NA	4	NA	BB66	BurhamBeeches	7D_rep4	1
BB88.1	NA	NA	NA	1	NA	BB88	BurhamBeeches	7D_rep1	4
BB88.2	NA	NA	NA	2	NA	BB88	BurhamBeeches	7D_rep2	4
BB88.3	NA	NA	NA	3	NA	BB88	BurhamBeeches	7D_rep3	4
BB88.4	NA	NA	NA	4	NA	BB88	BurhamBeeches	7D_rep4	4
BB96.1	NA	NA	NA	1	NA	BB96	BurhamBeeches	7D_rep1	3
BB96.2	NA	NA	NA	2	NA	BB96	BurhamBeeches	7D_rep2	3
BB96.3	NA	NA	NA	3	NA	BB96	BurhamBeeches	7D_rep3	3
BB96.4	NA	NA	NA	4	NA	BB96	BurhamBeeches	7D_rep4	3
BWd01.1	NA	NA	NA	1	NA	BWd01	BeechWood	7D_rep1	2
BWd01.2	NA	NA	NA	2	NA	BWd01	BeechWood	7D_rep2	2
BWd01.3	NA	NA	NA	3	NA	BWd01	BeechWood	7D_rep3	2
BWd01.4	NA	NA	NA	4	NA	BWd01	BeechWood	7D_rep4	2
BWd02.1	NA	NA	NA	1	NA	BWd02	BeechWood	7D_rep1	2
BWd02.2	NA	NA	NA	2	NA	BWd02	BeechWood	7D_rep2	1
BWd02.3	NA	NA	NA	3	NA	BWd02	BeechWood	7D_rep3	2
BWd02.4	NA	NA	NA	4	NA	BWd02	BeechWood	7D_rep4	2
BWd03.1	NA	NA	NA	1	NA	BWd03	BeechWood	7D_rep1	2
BWd03.2	NA	NA	NA	2	NA	BWd03	BeechWood	7D_rep2	2
BWd03.3	NA	NA	NA	3	NA	BWd03	BeechWood	7D_rep3	2
BWd03.4	NA	NA	NA	4	NA	BWd03	BeechWood	7D_rep4	2
BWd04.1	NA	NA	NA	1	NA	BWd04	BeechWood	7D_rep1	1
BWd04.2	NA	NA	NA	2	NA	BWd04	BeechWood	7D_rep2	2
BWd04.3	NA	NA	NA	3	NA	BWd04	BeechWood	7D_rep3	1
BWd04.4	NA	NA	NA	4	NA	BWd04	BeechWood	7D_rep4	2
BWd05.1	NA	NA	NA	1	NA	BWd05	BeechWood	7D_rep1	2
BWd05.2	NA	NA	NA	2	NA	BWd05	BeechWood	7D_rep2	2
BWd05.3	NA	NA	NA	3	NA	BWd05	BeechWood	7D_rep3	2
BWd05.4	NA	NA	NA	4	NA	BWd05	BeechWood	7D_rep4	2
BWd06.1	NA	NA	NA	1	NA	BWd06	BeechWood	7D_rep1	2
BWd06.2	NA	NA	NA	2	NA	BWd06	BeechWood	7D_rep2	2
BWd06.3	NA	NA	NA	3	NA	BWd06	BeechWood	7D_rep3	2
BWd06.4	NA	NA	NA	4	NA	BWd06	BeechWood	7D_rep4	2
BWd07.1	NA	NA	NA	1	NA	BWd07	BeechWood	7D_rep1	2
BWd07.2	NA	NA	NA	2	NA	BWd07	BeechWood	7D_rep2	2
BWd07.3	NA	NA	NA	3	NA	BWd07	BeechWood	7D_rep3	1
BWd07.4	NA	NA	NA	4	NA	BWd07	BeechWood	7D_rep4	1
BWd08.1	NA	NA	NA	1	NA	BWd08	BeechWood	7D_rep1	2
BWd08.2	NA	NA	NA	2	NA	BWd08	BeechWood	7D_rep2	2
BWd08.3	NA	NA	NA	3	NA	BWd08	BeechWood	7D_rep3	2
BWd08.4	NA	NA	NA	4	NA	BWd08	BeechWood	7D_rep4	2
CHE01.1	NA	NA	NA	1	NA	CHE01	KnightshayesCourt	7D_rep1	2
CHE01.2	NA	NA	NA	2	NA	CHE01	KnightshayesCourt	7D_rep2	2
CHE01.3	NA	NA	NA	3	NA	CHE01	KnightshayesCourt	7D_rep3	2
CHE01.4	NA	NA	NA	4	NA	CHE01	KnightshayesCourt	7D_rep4	2
CHE02.1	NA	NA	NA	1	NA	CHE02	KnightshayesCourt	7D_rep1	4
CHE02.2	NA	NA	NA	2	NA	CHE02	KnightshayesCourt	7D_rep2	1
CHE02.3	NA	NA	NA	3	NA	CHE02	KnightshayesCourt	7D_rep3	4
CHE02.4	NA	NA	NA	4	NA	CHE02	KnightshayesCourt	7D_rep4	1
CHE03.1	NA	NA	NA	1	NA	CHE03	KnightshayesCourt	7D_rep1	4
CHE03.2	NA	NA	NA	2	NA	CHE03	KnightshayesCourt	7D_rep2	2
CHE03.3	NA	NA	NA	3	NA	CHE03	KnightshayesCourt	7D_rep3	2
CHE03.4	NA	NA	NA	4	NA	CHE03	KnightshayesCourt	7D_rep4	2
CHE04.1	NA	NA	NA	1	NA	CHE04	KnightshayesCourt	7D_rep1	4
CHE04.2	NA	NA	NA	2	NA	CHE04	KnightshayesCourt	7D_rep2	2
CHE04.3	NA	NA	NA	3	NA	CHE04	KnightshayesCourt	7D_rep3	2
CHE04.4	NA	NA	NA	4	NA	CHE04	KnightshayesCourt	7D_rep4	2
CHE05.1	NA	NA	NA	1	NA	CHE05	KnightshayesCourt	7D_rep1	4
CHE05.2	NA	NA	NA	2	NA	CHE05	KnightshayesCourt	7D_rep2	2
CHE05.3	NA	NA	NA	3	NA	CHE05	KnightshayesCourt	7D_rep3	2
CHE05.4	NA	NA	NA	4	NA	CHE05	KnightshayesCourt	7D_rep4	2
CHE06.1	NA	NA	NA	1	NA	CHE06	KnightshayesCourt	7D_rep1	1
CHE06.2	NA	NA	NA	2	NA	CHE06	KnightshayesCourt	7D_rep2	3
CHE06.3	NA	NA	NA	3	NA	CHE06	KnightshayesCourt	7D_rep3	4
CHE06.4	NA	NA	NA	4	NA	CHE06	KnightshayesCourt	7D_rep4	2
CHE07.1	NA	NA	NA	1	NA	CHE07	KnightshayesCourt	7D_rep1	4
CHE07.2	NA	NA	NA	2	NA	CHE07	KnightshayesCourt	7D_rep2	4
CHE07.3	NA	NA	NA	3	NA	CHE07	KnightshayesCourt	7D_rep3	4
CHE07.4	NA	NA	NA	4	NA	CHE07	KnightshayesCourt	7D_rep4	4
CHE08.1	NA	NA	NA	1	NA	CHE08	KnightshayesCourt	7D_rep1	1
CHE08.2	NA	NA	NA	2	NA	CHE08	KnightshayesCourt	7D_rep2	4
CHE08.3	NA	NA	NA	3	NA	CHE08	KnightshayesCourt	7D_rep3	4
CHE08.4	NA	NA	NA	4	NA	CHE08	KnightshayesCourt	7D_rep4	4
CHE09.1	NA	NA	NA	1	NA	CHE09	KnightshayesCourt	7D_rep1	4
CHE09.2	NA	NA	NA	2	NA	CHE09	KnightshayesCourt	7D_rep2	1
CHE09.3	NA	NA	NA	3	NA	CHE09	KnightshayesCourt	7D_rep3	2
CHE09.4	NA	NA	NA	4	NA	CHE09	KnightshayesCourt	7D_rep4	2
CHE10.1	NA	NA	NA	1	NA	CHE10	KnightshayesCourt	7D_rep1	4
CHE10.2	NA	NA	NA	2	NA	CHE10	KnightshayesCourt	7D_rep2	4
CHE10.3	NA	NA	NA	3	NA	CHE10	KnightshayesCourt	7D_rep3	4
CHE10.4	NA	NA	NA	4	NA	CHE10	KnightshayesCourt	7D_rep4	4
CHE11.1	NA	NA	NA	1	NA	CHE11	KnightshayesCourt	7D_rep1	4
CHE11.2	NA	NA	NA	2	NA	CHE11	KnightshayesCourt	7D_rep2	4
CHE11.3	NA	NA	NA	3	NA	CHE11	KnightshayesCourt	7D_rep3	4
CHE11.4	NA	NA	NA	4	NA	CHE11	KnightshayesCourt	7D_rep4	4
CHE12.1	NA	NA	NA	1	NA	CHE12	KnightshayesCourt	7D_rep1	4
CHE12.2	NA	NA	NA	2	NA	CHE12	KnightshayesCourt	7D_rep2	4
CHE12.3	NA	NA	NA	3	NA	CHE12	KnightshayesCourt	7D_rep3	4
CHE12.4	NA	NA	NA	4	NA	CHE12	KnightshayesCourt	7D_rep4	4
CHE13.1	NA	NA	NA	1	NA	CHE13	KnightshayesCourt	7D_rep1	2
CHE13.2	NA	NA	NA	2	NA	CHE13	KnightshayesCourt	7D_rep2	4
CHE13.3	NA	NA	NA	3	NA	CHE13	KnightshayesCourt	7D_rep3	4
CHE13.4	NA	NA	NA	4	NA	CHE13	KnightshayesCourt	7D_rep4	2
CHE14.1	NA	NA	NA	1	NA	CHE14	KnightshayesCourt	7D_rep1	2
CHE14.2	NA	NA	NA	2	NA	CHE14	KnightshayesCourt	7D_rep2	2
CHE14.3	NA	NA	NA	3	NA	CHE14	KnightshayesCourt	7D_rep3	2
CHE14.4	NA	NA	NA	4	NA	CHE14	KnightshayesCourt	7D_rep4	2
LW01.1	NA	NA	NA	1	NA	LW01	LongWood	7D_rep1	2
LW01.2	NA	NA	NA	2	NA	LW01	LongWood	7D_rep2	2
LW01.3	NA	NA	NA	3	NA	LW01	LongWood	7D_rep3	2
LW01.4	NA	NA	NA	4	NA	LW01	LongWood	7D_rep4	2
LW02.1	NA	NA	NA	1	NA	LW02	LongWood	7D_rep1	2
LW02.2	NA	NA	NA	2	NA	LW02	LongWood	7D_rep2	2
LW02.3	NA	NA	NA	3	NA	LW02	LongWood	7D_rep3	2
LW02.4	NA	NA	NA	4	NA	LW02	LongWood	7D_rep4	2
LW03.1	NA	NA	NA	1	NA	LW03	LongWood	7D_rep1	2
LW03.2	NA	NA	NA	2	NA	LW03	LongWood	7D_rep2	2
LW03.3	NA	NA	NA	3	NA	LW03	LongWood	7D_rep3	2
LW03.4	NA	NA	NA	4	NA	LW03	LongWood	7D_rep4	2
LW04.1	NA	NA	NA	1	NA	LW04	LongWood	7D_rep1	2
LW04.2	NA	NA	NA	2	NA	LW04	LongWood	7D_rep2	2
LW04.3	NA	NA	NA	3	NA	LW04	LongWood	7D_rep3	2
LW04.4	NA	NA	NA	4	NA	LW04	LongWood	7D_rep4	2
LW05.1	NA	NA	NA	1	NA	LW05	LongWood	7D_rep1	2
LW05.2	NA	NA	NA	2	NA	LW05	LongWood	7D_rep2	2
LW05.3	NA	NA	NA	3	NA	LW05	LongWood	7D_rep3	2
LW05.4	NA	NA	NA	4	NA	LW05	LongWood	7D_rep4	2
LW06.1	NA	NA	NA	1	NA	LW06	LongWood	7D_rep1	2
LW06.2	NA	NA	NA	2	NA	LW06	LongWood	7D_rep2	2
LW06.3	NA	NA	NA	3	NA	LW06	LongWood	7D_rep3	2
LW06.4	NA	NA	NA	4	NA	LW06	LongWood	7D_rep4	2
LW07.1	NA	NA	NA	1	NA	LW07	LongWood	7D_rep1	2
LW07.2	NA	NA	NA	2	NA	LW07	LongWood	7D_rep2	2
LW07.3	NA	NA	NA	3	NA	LW07	LongWood	7D_rep3	2
LW07.4	NA	NA	NA	4	NA	LW07	LongWood	7D_rep4	2
LW08.1	NA	NA	NA	1	NA	LW08	LongWood	7D_rep1	2
LW08.2	NA	NA	NA	2	NA	LW08	LongWood	7D_rep2	2
LW08.3	NA	NA	NA	3	NA	LW08	LongWood	7D_rep3	2
LW08.4	NA	NA	NA	4	NA	LW08	LongWood	7D_rep4	2
LW09.1	NA	NA	NA	1	NA	LW09	LongWood	7D_rep1	1
LW09.2	NA	NA	NA	2	NA	LW09	LongWood	7D_rep2	1
LW09.3	NA	NA	NA	3	NA	LW09	LongWood	7D_rep3	1
LW09.4	NA	NA	NA	4	NA	LW09	LongWood	7D_rep4	1
LW10.1	NA	NA	NA	1	NA	LW10	LongWood	7D_rep1	2
LW10.2	NA	NA	NA	2	NA	LW10	LongWood	7D_rep2	2
LW10.3	NA	NA	NA	3	NA	LW10	LongWood	7D_rep3	2
LW10.4	NA	NA	NA	4	NA	LW10	LongWood	7D_rep4	2
LW11.1	NA	NA	NA	1	NA	LW11	LongWood	7D_rep1	2
LW11.2	NA	NA	NA	2	NA	LW11	LongWood	7D_rep2	2
LW11.3	NA	NA	NA	3	NA	LW11	LongWood	7D_rep3	2
LW11.4	NA	NA	NA	4	NA	LW11	LongWood	7D_rep4	2
LW12.1	NA	NA	NA	1	NA	LW12	LongWood	7D_rep1	1
LW12.2	NA	NA	NA	2	NA	LW12	LongWood	7D_rep2	1
LW12.3	NA	NA	NA	3	NA	LW12	LongWood	7D_rep3	1
LW12.4	NA	NA	NA	4	NA	LW12	LongWood	7D_rep4	1
OWW01.1	NA	NA	NA	1	NA	OWW01	OldWindsorWood	7D_rep1	1
OWW01.2	NA	NA	NA	2	NA	OWW01	OldWindsorWood	7D_rep2	2
OWW01.3	NA	NA	NA	3	NA	OWW01	OldWindsorWood	7D_rep3	2
OWW01.4	NA	NA	NA	4	NA	OWW01	OldWindsorWood	7D_rep4	2
OWW02.1	NA	NA	NA	1	NA	OWW02	OldWindsorWood	7D_rep1	1
OWW02.2	NA	NA	NA	2	NA	OWW02	OldWindsorWood	7D_rep2	2
OWW02.3	NA	NA	NA	3	NA	OWW02	OldWindsorWood	7D_rep3	1
OWW02.4	NA	NA	NA	4	NA	OWW02	OldWindsorWood	7D_rep4	2
OWW03.1	NA	NA	NA	1	NA	OWW03	OldWindsorWood	7D_rep1	2
OWW03.2	NA	NA	NA	2	NA	OWW03	OldWindsorWood	7D_rep2	2
OWW03.3	NA	NA	NA	3	NA	OWW03	OldWindsorWood	7D_rep3	2
OWW04.1	NA	NA	NA	1	NA	OWW04	OldWindsorWood	7D_rep1	1
OWW04.2	NA	NA	NA	2	NA	OWW04	OldWindsorWood	7D_rep2	2
OWW04.3	NA	NA	NA	3	NA	OWW04	OldWindsorWood	7D_rep3	1
OWW04.4	NA	NA	NA	4	NA	OWW04	OldWindsorWood	7D_rep4	2
OWW05.1	NA	NA	NA	1	NA	OWW05	OldWindsorWood	7D_rep1	1
OWW05.2	NA	NA	NA	2	NA	OWW05	OldWindsorWood	7D_rep2	2
OWW05.3	NA	NA	NA	3	NA	OWW05	OldWindsorWood	7D_rep3	2
OWW05.4	NA	NA	NA	4	NA	OWW05	OldWindsorWood	7D_rep4	2
OWW06.1	NA	NA	NA	1	NA	OWW06	OldWindsorWood	7D_rep1	1
OWW06.2	NA	NA	NA	2	NA	OWW06	OldWindsorWood	7D_rep2	2
OWW06.3	NA	NA	NA	3	NA	OWW06	OldWindsorWood	7D_rep3	1
OWW06.4	NA	NA	NA	4	NA	OWW06	OldWindsorWood	7D_rep4	2
OWW07.1	NA	NA	NA	1	NA	OWW07	OldWindsorWood	7D_rep1	1
OWW07.2	NA	NA	NA	2	NA	OWW07	OldWindsorWood	7D_rep2	1
OWW07.3	NA	NA	NA	3	NA	OWW07	OldWindsorWood	7D_rep3	1
OWW07.4	NA	NA	NA	4	NA	OWW07	OldWindsorWood	7D_rep4	2
OWW08.1	NA	NA	NA	1	NA	OWW08	OldWindsorWood	7D_rep1	2
OWW08.2	NA	NA	NA	2	NA	OWW08	OldWindsorWood	7D_rep2	1
OWW08.3	NA	NA	NA	3	NA	OWW08	OldWindsorWood	7D_rep3	2
OWW08.4	NA	NA	NA	4	NA	OWW08	OldWindsorWood	7D_rep4	2
OWW09.1	NA	NA	NA	1	NA	OWW09	OldWindsorWood	7D_rep1	1
OWW09.2	NA	NA	NA	2	NA	OWW09	OldWindsorWood	7D_rep2	2
OWW09.3	NA	NA	NA	3	NA	OWW09	OldWindsorWood	7D_rep3	1
OWW09.4	NA	NA	NA	4	NA	OWW09	OldWindsorWood	7D_rep4	2
OWW10.1	NA	NA	NA	1	NA	OWW10	OldWindsorWood	7D_rep1	1
OWW10.2	NA	NA	NA	2	NA	OWW10	OldWindsorWood	7D_rep2	1
OWW10.3	NA	NA	NA	3	NA	OWW10	OldWindsorWood	7D_rep3	1
OWW10.4	NA	NA	NA	4	NA	OWW10	OldWindsorWood	7D_rep4	2
OWW11.1	NA	NA	NA	1	NA	OWW11	OldWindsorWood	7D_rep1	2
OWW11.2	NA	NA	NA	2	NA	OWW11	OldWindsorWood	7D_rep2	4
OWW11.3	NA	NA	NA	3	NA	OWW11	OldWindsorWood	7D_rep3	2
OWW11.4	NA	NA	NA	4	NA	OWW11	OldWindsorWood	7D_rep4	1
OWW12.1	NA	NA	NA	1	NA	OWW12	OldWindsorWood	7D_rep1	2
OWW12.2	NA	NA	NA	2	NA	OWW12	OldWindsorWood	7D_rep2	1
OWW12.3	NA	NA	NA	3	NA	OWW12	OldWindsorWood	7D_rep3	1
OWW12.4	NA	NA	NA	4	NA	OWW12	OldWindsorWood	7D_rep4	1
OWW13.1	NA	NA	NA	1	NA	OWW13	OldWindsorWood	7D_rep1	2
OWW13.2	NA	NA	NA	2	NA	OWW13	OldWindsorWood	7D_rep2	1
OWW13.3	NA	NA	NA	3	NA	OWW13	OldWindsorWood	7D_rep3	2
OWW13.4	NA	NA	NA	4	NA	OWW13	OldWindsorWood	7D_rep4	2
OWW14.1	NA	NA	NA	1	NA	OWW14	OldWindsorWood	7D_rep1	2
OWW14.2	NA	NA	NA	2	NA	OWW14	OldWindsorWood	7D_rep2	2
OWW14.3	NA	NA	NA	3	NA	OWW14	OldWindsorWood	7D_rep3	2
OWW14.4	NA	NA	NA	4	NA	OWW14	OldWindsorWood	7D_rep4	2
OWW15.1	NA	NA	NA	1	NA	OWW15	OldWindsorWood	7D_rep1	1
OWW15.2	NA	NA	NA	2	NA	OWW15	OldWindsorWood	7D_rep2	2
OWW15.3	NA	NA	NA	3	NA	OWW15	OldWindsorWood	7D_rep3	1
OWW15.4	NA	NA	NA	4	NA	OWW15	OldWindsorWood	7D_rep4	1
OWW16.1	NA	NA	NA	1	NA	OWW16	OldWindsorWood	7D_rep1	2
OWW16.2	NA	NA	NA	2	NA	OWW16	OldWindsorWood	7D_rep2	2
OWW16.3	NA	NA	NA	3	NA	OWW16	OldWindsorWood	7D_rep3	2
OWW16.4	NA	NA	NA	4	NA	OWW16	OldWindsorWood	7D_rep4	2
PH01.1	NA	NA	NA	1	NA	PH01	PullingshillWood	7D_rep1	4
PH01.2	NA	NA	NA	2	NA	PH01	PullingshillWood	7D_rep2	4
PH01.3	NA	NA	NA	3	NA	PH01	PullingshillWood	7D_rep3	4
PH01.4	NA	NA	NA	4	NA	PH01	PullingshillWood	7D_rep4	4
PH02.1	NA	NA	NA	1	NA	PH02	PullingshillWood	7D_rep1	4
PH02.2	NA	NA	NA	2	NA	PH02	PullingshillWood	7D_rep2	4
PH02.3	NA	NA	NA	3	NA	PH02	PullingshillWood	7D_rep3	4
PH02.4	NA	NA	NA	4	NA	PH02	PullingshillWood	7D_rep4	4
PH03.1	NA	NA	NA	1	NA	PH03	PullingshillWood	7D_rep1	4
PH03.2	NA	NA	NA	2	NA	PH03	PullingshillWood	7D_rep2	4
PH03.3	NA	NA	NA	3	NA	PH03	PullingshillWood	7D_rep3	4
PH03.4	NA	NA	NA	4	NA	PH03	PullingshillWood	7D_rep4	4
PH04.1	NA	NA	NA	1	NA	PH04	PullingshillWood	7D_rep1	3
PH04.2	NA	NA	NA	2	NA	PH04	PullingshillWood	7D_rep2	3
PH04.3	NA	NA	NA	3	NA	PH04	PullingshillWood	7D_rep3	3
PH04.4	NA	NA	NA	4	NA	PH04	PullingshillWood	7D_rep4	3
PH05.1	NA	NA	NA	1	NA	PH05	PullingshillWood	7D_rep1	4
PH05.2	NA	NA	NA	2	NA	PH05	PullingshillWood	7D_rep2	4
PH05.3	NA	NA	NA	3	NA	PH05	PullingshillWood	7D_rep3	4
PH05.4	NA	NA	NA	4	NA	PH05	PullingshillWood	7D_rep4	4
PH06.1	NA	NA	NA	1	NA	PH06	PullingshillWood	7D_rep1	4
PH06.2	NA	NA	NA	2	NA	PH06	PullingshillWood	7D_rep2	4
PH06.3	NA	NA	NA	3	NA	PH06	PullingshillWood	7D_rep3	4
PH06.4	NA	NA	NA	4	NA	PH06	PullingshillWood	7D_rep4	4
PH07.1	NA	NA	NA	1	NA	PH07	PullingshillWood	7D_rep1	4
PH07.3	NA	NA	NA	3	NA	PH07	PullingshillWood	7D_rep3	4
PH07.4	NA	NA	NA	4	NA	PH07	PullingshillWood	7D_rep4	4
PH08.1	NA	NA	NA	1	NA	PH08	PullingshillWood	7D_rep1	4
PH08.2	NA	NA	NA	2	NA	PH08	PullingshillWood	7D_rep2	4
PH08.3	NA	NA	NA	3	NA	PH08	PullingshillWood	7D_rep3	4
PH08.4	NA	NA	NA	4	NA	PH08	PullingshillWood	7D_rep4	4
PH09.1	NA	NA	NA	1	NA	PH09	PullingshillWood	7D_rep1	4
PH09.2	NA	NA	NA	2	NA	PH09	PullingshillWood	7D_rep2	4
PH09.3	NA	NA	NA	3	NA	PH09	PullingshillWood	7D_rep3	4
PH09.4	NA	NA	NA	4	NA	PH09	PullingshillWood	7D_rep4	4
PH10.1	NA	NA	NA	1	NA	PH10	PullingshillWood	7D_rep1	4
PH10.2	NA	NA	NA	2	NA	PH10	PullingshillWood	7D_rep2	4
PH10.3	NA	NA	NA	3	NA	PH10	PullingshillWood	7D_rep3	4
PH10.4	NA	NA	NA	4	NA	PH10	PullingshillWood	7D_rep4	4
PH11.1	NA	NA	NA	1	NA	PH11	PullingshillWood	7D_rep1	4
PH11.2	NA	NA	NA	2	NA	PH11	PullingshillWood	7D_rep2	4
PH11.3	NA	NA	NA	3	NA	PH11	PullingshillWood	7D_rep3	4
PH11.4	NA	NA	NA	4	NA	PH11	PullingshillWood	7D_rep4	4
PH12.1	NA	NA	NA	1	NA	PH12	PullingshillWood	7D_rep1	4
PH12.2	NA	NA	NA	2	NA	PH12	PullingshillWood	7D_rep2	4
PH12.3	NA	NA	NA	3	NA	PH12	PullingshillWood	7D_rep3	4
PH12.4	NA	NA	NA	4	NA	PH12	PullingshillWood	7D_rep4	4
PH13.1	NA	NA	NA	1	NA	PH13	PullingshillWood	7D_rep1	4
PH13.2	NA	NA	NA	2	NA	PH13	PullingshillWood	7D_rep2	4
PH13.3	NA	NA	NA	3	NA	PH13	PullingshillWood	7D_rep3	4
PH13.4	NA	NA	NA	4	NA	PH13	PullingshillWood	7D_rep4	4
PH14.1	NA	NA	NA	1	NA	PH14	PullingshillWood	7D_rep1	4
PH14.2	NA	NA	NA	2	NA	PH14	PullingshillWood	7D_rep2	4
PH14.3	NA	NA	NA	3	NA	PH14	PullingshillWood	7D_rep3	4
PH14.4	NA	NA	NA	4	NA	PH14	PullingshillWood	7D_rep4	4
PH15.1	NA	NA	NA	1	NA	PH15	PullingshillWood	7D_rep1	4
PH15.2	NA	NA	NA	2	NA	PH15	PullingshillWood	7D_rep2	4
PH15.3	NA	NA	NA	3	NA	PH15	PullingshillWood	7D_rep3	4
PH15.4	NA	NA	NA	4	NA	PH15	PullingshillWood	7D_rep4	4
PH16.1	NA	NA	NA	1	NA	PH16	PullingshillWood	7D_rep1	4
PH16.2	NA	NA	NA	2	NA	PH16	PullingshillWood	7D_rep2	4
PH16.3	NA	NA	NA	3	NA	PH16	PullingshillWood	7D_rep3	4
PH16.4	NA	NA	NA	4	NA	PH16	PullingshillWood	7D_rep4	4
